movieCd,movieNm,audiAcc,salesAcc,targetDt
20192567,원더 우먼 1984,548695,4947583400,20210324
20202703,뱅가드,29812,250386700,20210113
20040725,화양연화,114911,1019244080,20220224
20201002,조제,209062,1876179450,20210117
20192193,도굴,1544146,13950914410,20210119
20202647,나이팅게일,12181,99320420,20210106
20202130,빅풋 주니어2: 패밀리가 떴다,13524,112699280,20210117
20167904,라라랜드,3768585,31093057900,20230418
20202128,100% 울프: 푸들이 될 순 없어,14153,112849940,20210102
20181983,이웃사촌,427422,3671218790,20210104
20081445,굿바이,147277,929682240,20210105
20149629,비긴 어게인,3701400,29478715511,20241015
20207443,소울,2037876,18937199360,20210330
20202203,에이바,24517,187099250,20210107
20202931,완벽한 가족,8634,75045960,20210126
20196672,럭키 몬스터,5023,38212580,20210106
20206547,극장판 바이올렛 에버가든,56943,484044810,20210107
20200512,미스터 존스,7893,69195790,20210113
20182674,걸,3819,34984870,20210112
20202366,800,16489,140511500,20210108
20202666,가을의 마티네,3629,23445100,20210113
20198056,아이 엠 우먼,22918,186954270,20210131
20078386,블라인드,17208,150040100,20210126
20197277,#아이엠히어,14393,119570530,20210120
19910182,늑대와 춤을,7917,67581320,20210122
20203689,마이 미씽 발렌타인,5588,44293280,20210119
20205200,빛의 아버지: 파이널 판타지 XIV,1034,8429600,20210115
20201174,언플랜드,14310,121177260,20210114
20209926,세자매,77926,661362610,20210215
20149120,인터스텔라,10380296,83598454500,20241217
20202540,커넥트,13197,117924690,20210126
20198053,나는 나를 해고하지 않는다,15189,118628060,20210209
20201122,테넷,1996621,18440610170,20210126
20204506,래시 컴 홈,2431,14618450,20210120
20202924,파힘,5652,43239700,20210126
20204504,모추어리 컬렉션,3210,27500300,20210125
20201648,더 시크릿,1886,13773560,20210125
20200703,극장판 귀멸의 칼날: 무한열차편,2213329,21270419220,20250515
20204394,라스트 프론티어,1768,10454500,20210124
20214963,큰엄마의 미친봉고,1818,13067230,20210125
20201649,명탐정 코난: 진홍의 수학여행,56837,480755910,20210209
20150942,캐롤,361321,2991283735,20241122
20215041,토이 솔져스: 가짜사나이2 더 컴플리트,9104,86552800,20210202
20202204,더 렌탈 : 소리없는 감시자,9427,70053280,20210127
20201022,북스마트,12320,79642270,20210205
20199022,관계의 가나다에 있는 우리는,2141,14715000,20210127
20198663,고백,31374,222825000,20210310
20204628,사일런싱,3234,24917500,20210201
20135428,어바웃 타임,3448791,25306084300,20220528
20190582,내가 죽던 날,234322,2141447020,20210131
20190323,새해전야,166671,1539452090,20210223
20215301,어니스트 씨프,80784,716834260,20210304
20202792,스트레스 제로,5937,44535200,20210207
20209627,아이,35794,289060650,20210223
20201692,이 안에 외계인이 있다,705,6158810,20210203
20080269,해피 투게더,47222,436614106,20230331
20204333,페어웰,8678,73296000,20210209
20200472,세상의 모든 디저트: 러브 사라,4117,34573140,20210209
20205980,테슬라,24941,192342950,20210207
20199541,미션 파서블,444052,4046949740,20210324
20202263,호라이즌 라인,2796,13942160,20210209
20214981,몬스터 헌터,101565,967897100,20210223
20050310,해리 포터와 불의 잔,3496787,22073058400,20210303
20203009,드림빌더,15930,135423210,20210216
20202289,엘프,11566,97362720,20210221
20215810,송가인 더 드라마 ,11856,136756000,20210215
20200311,더블패티,15271,131378460,20210326
20202812,마리오네트,4681,37537900,20210220
20202394,시간의 끝에서 널 기다려,1364,10715400,20210217
20198501,빛과 철,7028,58285450,20210223
20214848,퍼펙트 케어,23579,199303090,20210302
20200263,라야와 마지막 드래곤,316986,2929684550,20210411
20215843,카오스 워킹,141768,1190732690,20210310
20202555,톰과 제리,132625,1139360450,20210310
20209013,워 위드 그랜파,12983,106842170,20210302
20215862,라스트 레터,8165,69326710,20210302
20215221,더 레이서,11574,94399840,20210309
20215992,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,1869,17227740,20210225
20205144,미나리,1128307,10172820920,20210528
20216555,아르코 라이브 뮤지컬 호프,3577,71524000,20210309
20071054,중경삼림,96760,907948470,20220522
20200364,정말 먼 곳,4274,34760950,20210319
20215486,쁘떼뜨,713,5744500,20210310
20010083,반지의 제왕 : 반지원정대,33658,407305530,20210317
20216051,리스타트,40059,356329620,20210526
20216022,웨이 다운,11711,103203230,20210316
20216321,내일도 우린 사랑하고 있을까,1900,11449200,20210311
20215056,아이 씨 유,8323,76511790,20210316
20216069,모리타니안,37455,336138180,20210324
20179942,러빙 빈센트,416582,3318166851,20210317
20216361,브레이브 언더 파이어,14348,113390700,20210328
20030371,태극기 휘날리며,2546967,15698270000,20210317
20020234,반지의 제왕 : 두 개의 탑,24331,287764940,20210323
20030316,반지의 제왕 : 왕의 귀환,725600,4667781700,20210324
20216768,몬테크리스토: 더 뮤지컬 라이브,13010,257195000,20210328
20197434,자산어보,342357,3015064490,20211019
20216673,더 박스,119152,929654830,20210414
20216432,최면,51661,471306350,20210406
20215850,고질라 VS. 콩,698632,6727474690,20210426
20216372,스파이의 아내,5695,50843420,20210329
20216686,아이카,995,9293500,20210325
20216894,트웬티 해커,1409,8728000,20210327
20215931,특명: 스피드 레스큐,406,2038000,20210329
20216494,커피 오어 티,3766,27529470,20210331
20216492,노바디,130238,1243188220,20210426
20205155,"조제, 호랑이 그리고 물고기들",28671,255281620,20230510
20190683,아무도 없는 곳,15636,132584520,20210406
20214847,해길랍,11383,99285280,20210406
20173226,패왕별희 디 오리지널,139937,1287422150,20240401
20198123,아틱,11296,84686810,20210401
19900204,죽은 시인의 사회,74095,591216680,20250203
20201841,부활,18391,147132680,20210405
20199630,어른들은 몰라요,28903,282118390,20210427
20200065,더 파더,30226,258831630,20210419
20208616,간이역,2554,22492340,20210407
20215750,피넛 버터 팔콘,2245,20483010,20210407
20215803,타인의 친절,7409,61737470,20210413
20216523,모탈 컴뱃,36970,380790170,20210414
20196801,비밀의 정원,6845,56484490,20210414
20124134,팅커 테일러 솔저 스파이,95541,720404400,20210412
20200246,부활: 그 증거,39120,318160320,20210411
20183003,서복,385409,3628177450,20210502
20215046,노매드랜드,64601,606720520,20210510
20194501,내일의 기억,335025,3036236660,20210902
20217402,유다 그리고 블랙 메시아,2625,22967200,20210422
20215809,잃어버린 얼굴 1895,9558,135487000,20210416
20216710,명탐정 코난: 비색의 탄환,227143,2140549210,20210522
20193068,비와 당신의 이야기,398407,3633209850,20210531
20202585,크루즈 패밀리: 뉴 에이지,228613,2013607800,20210611
20214763,내겐 너무 소중한 너,20613,187658890,20210518
20217218,아이들은 즐겁다,16881,139689930,20210509
20216703,더 스파이,309255,2847705830,20210818
20217278,마크맨,19150,146593100,20210504
20216961,코스믹 씬,4982,31711810,20210430
20216908,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,13556,109676600,20210504
20217551,내가 죽기를 바라는 자들,47909,446540680,20210511
20217174,극장판 콩순이: 장난감나라 대모험,72672,637526330,20210523
20040598,해리포터와 아즈카반의 죄수,1858686,11705863040,20210508
20207384,어쌔신 프리스트 벡맨,1024,5248500,20210510
20217484,스파이럴,128928,1278892690,20210531
20200524,아들의 이름으로,21796,189465860,20210521
20217199,슈퍼노바,3895,31880410,20210513
20040462,빅 피쉬,74357,492505000,20210512
20216362,크루엘라,1978688,19209151280,20210804
20205041,분노의 질주: 더 얼티메이트,2290975,22052458060,20210731
20217478,도라에몽: 스탠바이미 2,81299,706586530,20210613
20200295,혼자 사는 사람들,8979,80898720,20210525
20217512,쇼크 웨이브 2,1881,9692500,20210521
20217739,크라이시스,1050,5482500,20210520
20194461,파이프라인,139818,1216420450,20210908
20216083,프로페서 앤 매드맨,15312,132584500,20210609
20207582,학교 가는 길,34118,260849980,20211217
20217500,보이저스,17476,145335030,20210602
20217573,굴뚝마을의 푸펠,21033,181006490,20210607
20090683,500일의 썸머,310975,2494987300,20250217
20217497,애플,5030,38030560,20210601
20218016,썰,594,5346000,20210526
20216241,인트로덕션,2935,26209320,20210601
20010241,브리짓 존스의 일기,10838,71465730,20210530
20217406,듄: 드리프터,2322,12048000,20210531
20218014,라이더스 오브 저스티스,4872,45900920,20210607
20217736,컨저링3: 악마가 시켰다,797370,8005123900,20210713
20217707,뱅드림! 로젤리아 에피소드Ⅰ: 약속,14428,130865310,20210617
20217121,낫아웃,7447,63110710,20210609
20217651,캐시트럭,230274,2173916790,20210924
20216685,루카,367687,3362843770,20210719
20204261,콰이어트 플레이스 2,863204,8549438360,20210915
20217881,실크 로드,703,6408460,20210609
20218240,여고괴담 여섯번째 이야기 : 모교,91524,835567970,20210629
20217692,아야와 마녀,28000,228901620,20210620
20202477,플래시백,2447,19684590,20210611
20216581,사랑하고 사랑받고 차고 차이고,12767,109233100,20210623
20201464,빛나는 순간,4066,30385840,20210630
20218022,그레타 툰베리,260,1992000,20210614
20204790,인 더 하이츠,49585,456783970,20210707
20217950,킬러의 보디가드 2,383034,3759701180,20210814
20209206,클라이밍,1295,9026570,20210616
20198161,미드나이트,105880,927551870,20210713
20192696,발신제한,950877,9076030990,20210727
20209515,메이드 인 루프탑,1794,14720400,20210623
20200416,크레센도,4230,35465230,20210629
20218006,체르노빌 1986,19691,162844900,20210704
20218345,괴기맨숀,29014,293382300,20210713
20218333,꽃다발 같은 사랑을 했다,46047,426329296,20240412
20191951,블랙 위도우,2957005,29942663770,20210824
20218827,BIFAN2021 판타스틱 단편 걸작선 1,20000,100000000,20210715
20217364,이번엔 잘 되겠지,4246,37940500,20210712
20218364,랑종,833226,8634013030,20211004
20218348,이스케이프 룸 2: 노 웨이 아웃,219208,2176955550,20210807
20217024,오필리아,9739,85993890,20210720
20217490,스페이스 잼: 새로운 시대,16407,150612300,20210720
20202185,방법: 재차의,170305,1518662510,20210810
20218391,보스 베이비 2,919925,8256928830,20210823
20218567,아이스 로드,26210,251148410,20210727
20200237,호스트: 접속금지,13218,122976600,20210727
20218647,액션히어로,1517,12943900,20210721
20030074,이도공간,1306,11375200,20210721
20218420,은혼 더 파이널,30644,292215290,20210805
20204117,모가디슈,3611510,34536896430,20211029
20135464,마세티 킬즈,7129,31219060,20210723
20218349,정글 크루즈,250883,2306561220,20210930
20192986,프리 가이 ,309036,3109910670,20211103
20217845,더 수어사이드 스쿼드,414471,4352617500,20210825
20209518,"우리, 둘",1913,14854910,20210730
20168708,피닉스,6392,53979500,20210801
20196270,싱크홀,2194102,21387214690,20211108
20218653,귀문,90721,781400370,20210906
20218815,블랙핑크 더 무비,13199,172729000,20210811
20218875,극장판 도라에몽: 진구의 신공룡,61417,531813150,20210817
20218834,그린 나이트,27554,256147280,20210929
20216050,팜 스프링스,4095,35308470,20210821
20193385,하이큐!! 땅 VS 하늘,37473,313219240,20210819
20217947,웬디,6473,45922870,20210812
20192194,인질,1634819,15567140870,20211103
20194980,박강아름 결혼하다,891,7791000,20210817
20218904,코다,74880,680104599,20220610
20218392,올드,114083,1097070560,20210925
20219381,퍼피 구조대 더 무비,57721,505210250,20210905
20021031,남색대문,7174,63233760,20210824
20218985,레미니센스,36409,336899400,20210831
20219331,여름날 우리,398019,3858756079,20230808
20219551,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,936,9600370,20210826
20060423,드림걸즈,721935,4551317500,20210830
20217742,샹치와 텐 링즈의 전설,1735164,17669574720,20211012
20218949,다이노 마이 프렌드,3951,33275540,20210829
20219822,맨 인 더 다크 2,77146,760008500,20210914
20219893,상견니 대만판 12화,4173,30592360,20210903
20219185,건파우더 밀크셰이크,33773,296690130,20210914
20190969,최선의 삶,6590,57930330,20210907
20219767,리스펙트,15824,102902600,20210914
20190815,보이스,1421580,13996113880,20211110
20200474,기적,710396,6593517210,20211117
20161872,너의 이름은.,3913248,31833885367,20240130
20190280,날씨의 아이,863730,7251940372,20241119
20209138,좋은 사람,4252,33184840,20210910
20210250,잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,16046,320905000,20210926
20010291,해리포터와 마법사의 돌,332061,2986736800,20210928
20216801,"극장판 포켓몬스터: 정글의 아이, 코코",212712,1932051080,20211024
20219311,말리그넌트,40453,425418970,20210927
20218604,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,206996,1963153090,20250606
20219770,캔디맨,48799,483390790,20211002
20210142,스틸워터,22114,183752500,20211025
20191061,007 노 타임 투 다이,1222296,11948538370,20211102
20219826,용과 주근깨 공주,63985,621588100,20211024
20218758,수색자,19548,148245190,20211005
20210610,레드 아워,1022,5192000,20211001
20218052,베놈 2: 렛 데어 비 카니지,2121625,21098268040,20211123
20203824,노회찬6411,24514,216978070,20211025
20210168,F20,22575,156163000,20211018
20139221,그래비티,3292521,32412291000,20211010
20191503,화이트데이: 부서진 결계,4414,41848580,20211008
20210242,쁘띠 마망,10481,96403770,20211013
20210182,매직 스쿨: 초보마법사 아우라의 대모험,7903,67310990,20211011
20218789,피어썸,2515,15848800,20211013
20010007,고양이를 부탁해,655,5448070,20211013
20200302,십개월의 미래 ,10959,76649900,20211020
20219096,타다: 대한민국 스타트업의 초상,8310,71036870,20211021
20217508,실: 인연의 시작,1868,18320080,20211015
20210304,스페이스 독 3: 트로피컬 어드벤처,3705,31580170,20211017
20210087,듄,1656287,18478093960,20240706
20219892,스피릿,10288,77830300,20211020
20183772,태일이,124835,1043745590,20221216
20219115,라스트 듀얼: 최후의 결투,55748,534174230,20211102
20219351,첫눈이 사라졌다 ,3018,20990470,20211022
20209143,휴가,3975,29313800,20211026
20217167,동백,13415,98791770,20211116
20210853,BIAF2021 한국 단편 경쟁 B,4895,24475000,20211026
20196006,그림자꽃,6248,50074370,20211110
20219820,한창나이 선녀님,6034,38655980,20211102
20210865,고장난 론,152171,1378250240,20211116
20210587,아네트,33071,287917950,20211109
20210662,애프터: 관계의 함정,15948,143475570,20211102
20202462,당신은 믿지 않겠지만,2565,16385900,20211028
20210682,바다 탐험대 옥토넛 : 육지수호 대작전,23380,202433700,20211114
20211102,더 하더 데이 폴,4264,30305800,20211101
20218256,이터널스,3048616,31716564110,20211214
20210262,세버그,7075,69536610,20211109
20191243,장르만 로맨스,518361,5192235940,20211228
20219894,빌리 홀리데이,4467,46999120,20211108
20210302,퍼스트 카우,3666,33040170,20211107
20203286,강릉,304200,3152097470,20211130
20210244,디어 에반 핸슨,105742,1065174550,20211224
20210301,귀멸의 칼날: 남매의 연,60315,597668430,20211121
20210937,아담스 패밀리 2,111348,976276720,20211224
20201876,1984 최동원,5322,49848810,20211113
20211313,"틱, 틱... 붐!",7757,70373780,20211115
20196264,유체이탈자,815149,7922361790,20220115
20211261,귀멸의 칼날: 나타구모산 편,39679,385345370,20211128
20205986,연애 빠진 로맨스,604674,6137328220,20220102
20210600,프렌치 디스패치,85651,923561150,20211222
20125048,호빗: 뜻밖의 여정,2827126,23524891776,20211119
20210752,뱅드림! 필름 라이브 세컨드 스테이지,32132,326116400,20211223
20181118,무녀도,4520,32685000,20211129
20217102,너에게 가는 길,9204,84346310,20211123
20210864,엔칸토: 마법의 세계,628878,5964273080,20220105
20134267,호빗: 스마우그의 폐허,2284568,17866599456,20211124
20219056,메이드 인 이태리,10133,88106950,20211130
20196763,고스트버스터즈 라이즈,113130,1058254730,20211214
20210663,라스트 나잇 인 소호,38443,369487680,20211207
20211271,귀멸의 칼날: 주합회의·나비저택 편,18271,174309210,20211205
20210303,킬링 카인드: 킬러의 수제자,8956,77064120,20211207
20212015,돈 룩 업,69789,680192470,20211221
20211413,몬스타엑스 : 더 드리밍,26672,425944000,20211214
20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,33925,364020700,20220106
20210611,리슨,3085,26060700,20211209
20211176,마이 뉴욕 다이어리,9244,74207820,20211212
20188441,킹메이커,780819,7365363610,20220322
20210028,스파이더맨: 노 웨이 홈,7545831,75140632640,20220315
20010264,아멜리에,9574,86257330,20211226
20211927,BIAF2021 부천국제애니메이션페스티벌 기획상영展,557,3342000,20211215
20212077,노웨어 스페셜,4607,39583350,20220102
20210972,티탄,8026,81539900,20211216
20212217,라라와 크리스마스 요정,4423,37497040,20211225
20217197,끝없음에 관하여,1945,18477050,20211219
20211281,매트릭스: 리저렉션,208540,2090696680,20220109
20202433,괴짜들의 로맨스,8450,53086890,20220104
20194403,킹스맨: 퍼스트 에이전트,1023740,10275688870,20220207
20211768,신데렐라 2: 마법에 걸린 왕자,37947,333614220,20220104
20210952,스파이 캣,5605,45075899,20211222
20218415,드라이브 마이 카,55107,519753070,20220208
20217807,해피 뉴 이어,229478,2151885200,20220111
20211735,원샷,6430,6581000,20211231
20199882,경관의 피,681379,6714012120,20220206
20218390,램,13654,125564840,20220109
20218764,씽2게더,877349,8122785140,20220301
20193082,웨스트 사이드 스토리,115602,1184174740,20220204
20192354,특송,439188,4154042400,20220208
20210672,피드백,3264,25152200,20220111
19838068,해탄적일천,2294,22210040,20220110
20211932,아이 스틸 빌리브,310,3007000,20220110
20209269,미싱타는 여자들,1495,11334000,20220110
20212264,포 언투 어스,600,5400000,20220111
20200768,맛있는 여동생,259,1315000,20220111
20211177,하우스 오브 구찌,137653,1361647860,20220209
20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,15966,239485000,20220118
20211241,클리포드 더 빅 레드 독,22784,204482310,20220118
20201965,해적: 도깨비 깃발,1336756,12504704990,20220425
20211529,청춘적니,5394,45958500,20220114
20212672,레지던트 이블: 라쿤시티,20865,190334670,20220124
20211238,도쿄 리벤저스,8841,74693700,20220121
20219626,어나더 라운드,29449,272213720,20220208
20223350,프리! 더 파이널 스트로크 전편,7905,77305370,20220203
20223398,장민호 드라마 최종회,9825,185762700,20220130
20212952,극장판 안녕 자두야: 제주도의 비밀,109003,958808820,20220220
20210666,원 세컨드,2021,17500900,20220127
20212134,극장판 천재 추리 탐정 셜록홈즈,1484,12962200,20220127
20219245,만년이 지나도 변하지 않는 게 있어,23057,199085110,20220331
20219816,인어가 잠든 집,6798,60572130,20220203
20198676,타오르는 여인의 초상,155405,1305223538,20220203
20205443,나일 강의 죽음,227890,2204666320,20220302
20212836,355,46795,406510590,20220330
20070063,해리 포터와 불사조 기사단,3696784,22950949160,20220210
20205261,나의 촛불,36895,369618970,20220221
20164621,덩케르크,2809062,24758760848,20220211
20223278,극장판 주술회전 0,714104,7128088558,20241224
20212708,시라노,22197,191150200,20220404
20211200,언차티드,730046,7111238100,20220329
20223302,리코리쉬 피자,12417,128277930,20220221
20208006,인민을 위해 복무하라,77649,702053190,20220420
20190299,이상한 나라의 수학자,526009,4991514520,20220412
20223308,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출	,25726,213143700,20220313
20212741,안테벨룸,94339,890535250,20220320
20223743,나이트메어 앨리,37694,371082220,20220312
20223902,에이핑크 스페셜 무비 : 혼,6467,32348500,20220304
20212973,더 배트맨,901534,9311288610,20220410
20223402,나이트 레이더스,821,6764400,20220303
20217391,소피의 세계,3161,27291700,20220308
20202689,우리가 사랑이라고 믿는 것,7695,72302730,20220308
20223828,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,45752,443592220,20220322
20223953,블랙라이트,22852,210714720,20220315
20223804,레벤느망,4635,42366570,20220315
20223676,문폴,190606,1936780100,20220403
20199500,뜨거운 피,396773,3776162970,20220622
20210541,스펜서,76353,729236530,20220405
20216064,하늘의 푸르름을 아는 사람이여,9593,85200880,20220323
20223950,메리 미,9509,67264700,20220321
20223397,도어맨,4971,42165000,20220322
20223404,에펠,6213,57500330,20220327
20223583,벨파스트,10453,95095770,20220329
20223271,리디밍 러브,2566,21897700,20220325
20224069,뱅드림! 팝핀' 드림!,6916,68896440,20220402
20224143,킹 리차드,7067,68183200,20220330
20162365,신비한 동물사전,4668709,39355560448,20220326
20196906,스텔라,95349,860750300,20220610
20204431,모비우스,475928,4669517390,20220617
20200418,배니싱: 미제사건,35644,303823110,20220608
20224133,극장판 금빛 모자이크 땡큐!!,6555,32788000,20220617
20223403,극장판 시그널,6016,39210500,20220406
20219344,패러렐 마더스,6112,56850000,20220405
20223722,B컷,2396,17091700,20220401
20223980,드라이,4414,38712580,20220403
20217298,불도저에 탄 소녀,12408,104170240,20220615
20212724,앰뷸런스,111281,1120846810,20220419
20212618,수퍼 소닉2,313089,2838199410,20220615
20223614,루이스 웨인: 사랑을 그린 고양이 화가,38050,372244920,20220419
20219401,약속의 네버랜드,1396,9273700,20220408
20219310,말임씨를 부탁해,13279,102985170,20220419
20196669,앵커,169683,1643928610,20220617
20204845,공기살인,158265,1473339250,20220620
20212725,신비한 동물들과 덤블도어의 비밀,1195322,12304603580,20220621
20223923,하빗,1012,5122000,20220414
20212783,로스트 시티,112348,1018894850,20220624
20217123,복지식당,6303,47288100,20220517
20217023,그리스도 디 오리진,1368,13427300,20220417
20178501,니 부모 얼굴이 보고 싶다,416053,3946570280,20220626
20224142,세븐틴 파워 오브 러브 : 더 무비,46001,919763500,20220503
20223620,소설가의 영화,1956,18452400,20220422
20209348,쓰리: 아직 끝나지 않았다,7831,55407000,20220519
20224374,청킹맨션,1010,5078000,20220421
20224270,배드 가이즈,420224,3980408170,20250531
20211568,"아치의 노래, 정태춘",26364,253497520,20220606
20217982,서울괴담,109713,1048263490,20220516
20217769,봄날,34236,239876830,20220607
20224333,더 컨트랙터,11102,89015780,20220607
20212855,닥터 스트레인지: 대혼돈의 멀티버스,5882489,62627503410,20220621
20224301,몬스터 아카데미,14098,123397500,20220505
20223388,토르: 마법 검의 전설,7835,68464400,20220508
20210962,우연과 상상,23521,232344740,20220606
20223940,민스미트 작전,35596,339336480,20220608
20224148,극장판 엉덩이 탐정: 수플레 섬의 비밀,151304,1397689340,20220529
20217688,광대: 소리꾼,21766,167201770,20230627
20204548,범죄도시2,12686210,131223480300,20220725
20224223,엄마,18982,164652400,20220517
20223991,어부바,23814,187147470,20220609
20204665,EBS 댄스파티! ,10326,60636000,20220527
20210590,카시오페아,21634,193277300,20220628
20211421,매스,6602,60929700,20220524
20176068,나를 만나는 길,7952,73268100,20220530
20217334,안녕하세요,30083,229291360,20231205
